a,la
<http://bk.sport.owl#cesc-fabregas>,"Cesc Fabregas"@en
<http://bk.sport.owl#jakub-reznicek>,"jakub reznicek"@en
<http://bk.sport.owl#jakub-reznicek>,"Jakub Reznicek"@en
<http://bk.sport.owl#samuel-chukwueze>,"samuel chukwueze"@en
<http://bk.sport.owl#samuel-chukwueze>,"Samuel Chukwueze"@en
<http://bk.sport.owl#thomas-foket>,"Thomas Foket"@en
<http://bk.sport.owl#thomas-foket>,"thomas foket"@en
<http://bk.sport.owl#deyan-ivanov>,"deyan ivanov"@en
<http://bk.sport.owl#deyan-ivanov>,"Deyan Ivanov"@en
<http://bk.sport.owl#ron-robert-zieler>,"ron robert zieler"@en
<http://bk.sport.owl#ron-robert-zieler>,"Ron-Robert Zieler"@en
<http://bk.sport.owl#ron-robert-zieler>,"Zieler"
<http://bk.sport.owl#alexander-isak>,"Alexander Isak"@en
<http://bk.sport.owl#alexander-isak>,"alexander isak"@en
<http://bk.sport.owl#henry-onyekuru>,"henry onyekuru"@en
<http://bk.sport.owl#henry-onyekuru>,"Henry Onyekuru"@en
<http://bk.sport.owl#camillo-ciano>,"camillo ciano"@en
<http://bk.sport.owl#mauro-icardi>,"mauro icardi"@en
<http://bk.sport.owl#mauro-icardi>,"Mauro Icardi"@en
<http://bk.sport.owl#mauro-icardi>,"Icardi"
<http://bk.sport.owl#brahim-diaz>,"brahim diaz"@en
<http://bk.sport.owl#ruud-boffin>,"Ruud Boffin"@en
<http://bk.sport.owl#ruud-boffin>,"ruud boffin"@en
<http://bk.sport.owl#mike-maignan>,"Mike Maignan"@en
<http://bk.sport.owl#mike-maignan>,"mike maignan"@en
<http://bk.sport.owl#mike-maignan>,"Maignan"
<http://bk.sport.owl#tiago-mesquita>,"tiago mesquita"@en
<http://bk.sport.owl#tiago-mesquita>,"Tiago Mesquita"@en
<http://bk.sport.owl#serhii-bolbat>,"serhii bolbat"@en
<http://bk.sport.owl#ivan-temnikov>,"ivan temnikov"@en
<http://bk.sport.owl#alen-halilovic>,"alen halilovic"@en
<http://bk.sport.owl#alen-halilovic>,"Alen Halilovic"@en
<http://bk.sport.owl#sime-vrsaljko>,"\u00C5\u00A0ime Vrsaljko"@en
<http://bk.sport.owl#sime-vrsaljko>,"sime vrsaljko"@en
<http://bk.sport.owl#sime-vrsaljko>,"Sime Vrsaljko"@en
<http://bk.sport.owl#sime-vrsaljko>,"Vrsaljko"
<http://bk.sport.owl#konstantinos-peristeridis>,"Konstantinos Peristeridis"@en
<http://bk.sport.owl#konstantinos-peristeridis>,"konstantinos peristeridis"@en
<http://bk.sport.owl#hakan-cinemre>,"Hakan Cinemre"@en
<http://bk.sport.owl#hakan-cinemre>,"hakan cinemre"@en
<http://bk.sport.owl#oriol-romeu>,"Oriol Romeu"@en
<http://bk.sport.owl#oriol-romeu>,"oriol romeu"@en
<http://bk.sport.owl#oriol-romeu>,"Romeu"
<http://bk.sport.owl#robert-green>,"robert green"@en
<http://bk.sport.owl#robert-green>,"Robert Green"@en
<http://bk.sport.owl#milan-lucic>,"milan lucic"@en
<http://bk.sport.owl#milan-lucic>,"Milan Lucic"@en
<http://bk.sport.owl#hugo-duro>,"hugo duro"@en
<http://bk.sport.owl#valery-fernandez>,"valery fernandez"@en
<http://bk.sport.owl#sardor-rashidov>,"sardor rashidov"@en
<http://bk.sport.owl#filip-kolev>,"filip kolev"@en
<http://bk.sport.owl#emerson>,"Emerson"@en
<http://bk.sport.owl#emerson>,"emerson"@en
<http://bk.sport.owl#bartosz-slisz>,"Bartosz Slisz"@en
<http://bk.sport.owl#bartosz-slisz>,"bartosz slisz"@en
<http://bk.sport.owl#radoslaw-majewski>,"radoslaw majewski"@en
<http://bk.sport.owl#radoslaw-majewski>,"Radoslaw Majewski"@en
<http://bk.sport.owl#shkelqim-demhasaj>,"Shkelqim Demhasaj"@en
<http://bk.sport.owl#shkelqim-demhasaj>,"shkelqim demhasaj"@en
<http://bk.sport.owl#shaun-byrne>,"shaun byrne"@en
<http://bk.sport.owl#shaun-byrne>,"Shaun Byrne"@en
<http://bk.sport.owl#jeremy-bokila>,"Jeremy Bokila"@en
<http://bk.sport.owl#jeremy-bokila>,"jeremy bokila"@en
<http://bk.sport.owl#lukas-pokorny>,"lukas pokorny"@en
<http://bk.sport.owl#alexander-jeremejeff>,"Alexander Jeremejeff"@en
<http://bk.sport.owl#alexander-jeremejeff>,"alexander jeremejeff"@en
<http://bk.sport.owl#stanley-n'soki>,"Stanley N'Soki"@en
<http://bk.sport.owl#stanley-n'soki>,"stanley n'soki"@en
<http://bk.sport.owl#sergio-ramos>,"Sergio Ramos"@en
<http://bk.sport.owl#sergio-ramos>,"sergio ramos"@en
<http://bk.sport.owl#sergio-ramos>,"Ramos"
<http://bk.sport.owl#eren-derdiyok>,"eren derdiyok"@en
<http://bk.sport.owl#eren-derdiyok>,"Eren Derdiyok"@en
<http://bk.sport.owl#issiaka-ouedraogo>,"issiaka ouedraogo"@en
<http://bk.sport.owl#issiaka-ouedraogo>,"Issiaka Ouedraogo"@en
<http://bk.sport.owl#raphael-dwamena>,"raphael dwamena"@en
<http://bk.sport.owl#raphael-dwamena>,"Raphael Dwamena"@en
<http://bk.sport.owl#goran-causic>,"Goran Causic"@en
<http://bk.sport.owl#goran-causic>,"goran causic"@en
<http://bk.sport.owl#lukas-hrosso>,"lukas hrosso"@en
<http://bk.sport.owl#oscar-lewicki>,"Oscar Lewicki"@en
<http://bk.sport.owl#oscar-lewicki>,"oscar lewicki"@en
<http://bk.sport.owl#cucho-hernandez>,"cucho hernandez"@en
<http://bk.sport.owl#bakary-sako>,"bakary sako"@en
<http://bk.sport.owl#bakary-sako>,"Bakary Sako"@en
<http://bk.sport.owl#bakary-sako>,"Sako"
<http://bk.sport.owl#pedro-amaral>,"pedro amaral"@en
<http://bk.sport.owl#marko-martinaga>,"marko martinaga"@en
<http://bk.sport.owl#thomas-murg>,"thomas murg"@en
<http://bk.sport.owl#thomas-murg>,"Thomas Murg"@en
<http://bk.sport.owl#denis-kolinger>,"denis kolinger"@en
<http://bk.sport.owl#denis-kolinger>,"Denis Kolinger"@en
<http://bk.sport.owl#gennadi-kiselev>,"gennadi kiselev"@en
<http://bk.sport.owl#igor-akinfeev>,"Igor Akinfeev"@en
<http://bk.sport.owl#igor-akinfeev>,"igor akinfeev"@en
<http://bk.sport.owl#nikola-gajic>,"Nikola Gajic"@en
<http://bk.sport.owl#nikola-gajic>,"nikola gajic"@en
<http://bk.sport.owl#slavi-petrov>,"slavi petrov"@en
<http://bk.sport.owl#tomasz-mokwa>,"tomasz mokwa"@en
<http://bk.sport.owl#tomasz-mokwa>,"Tomasz Mokwa"@en
<http://bk.sport.owl#yves-de-winter>,"Yves De Winter"@en
<http://bk.sport.owl#yves-de-winter>,"yves de winter"@en
<http://bk.sport.owl#sotirios-papagiannopoulos>,"sotirios papagiannopoulos"@en
<http://bk.sport.owl#jakub-bartosz>,"jakub bartosz"@en
<http://bk.sport.owl#jack-hendry>,"Jack Hendry"@en
<http://bk.sport.owl#jack-hendry>,"jack hendry"@en
<http://bk.sport.owl#roberto-romeo>,"Roberto Romeo"@en
<http://bk.sport.owl#roberto-romeo>,"roberto romeo"@en
<http://bk.sport.owl#yannick-marchand>,"yannick marchand"@en
<http://bk.sport.owl#yannick-marchand>,"Yannick Marchand"@en
<http://bk.sport.owl#thomas-goiginger>,"thomas goiginger"@en
<http://bk.sport.owl#josip-spoljaric>,"josip spoljaric"@en
<http://bk.sport.owl#vitor-costa>,"vitor costa"@en
<http://bk.sport.owl#dejan-paradjina>,"dejan paradjina"@en
<http://bk.sport.owl#damjan-vuklisevic>,"Damjan Vuklisevic"@en
<http://bk.sport.owl#damjan-vuklisevic>,"damjan vuklisevic"@en
<http://bk.sport.owl#sean-longstaff>,"sean longstaff"@en
<http://bk.sport.owl#giorgi-rekhviashvili>,"giorgi rekhviashvili"@en
<http://bk.sport.owl#ivo-ilicevic>,"ivo ilicevic"@en
<http://bk.sport.owl#ivo-ilicevic>,"Ilicevic"
<http://bk.sport.owl#romario-benzar>,"Romario Benzar"@en
<http://bk.sport.owl#romario-benzar>,"romario benzar"@en
<http://bk.sport.owl#khouma-babacar>,"khouma babacar"@en
<http://bk.sport.owl#khouma-babacar>,"Khouma Babacar"@en
<http://bk.sport.owl#khouma-babacar>,"Babacar"
<http://bk.sport.owl#ardian-ismajli>,"Ardian Ismajli"@en
<http://bk.sport.owl#ardian-ismajli>,"ardian ismajli"@en
<http://bk.sport.owl#alexander-muci>,"alexander muci"@en
<http://bk.sport.owl#alexander-muci>,"Alexander Muci"@en
<http://bk.sport.owl#catalin-magureanu>,"catalin magureanu"@en
<http://bk.sport.owl#petr-mikulec>,"Petr Mikulec"@en
<http://bk.sport.owl#petr-mikulec>,"petr mikulec"@en
<http://bk.sport.owl#maksym-dehtiarov>,"maksym dehtiarov"@en
<http://bk.sport.owl#panagiotis-katsikas>,"Panagiotis Katsikas"@en
<http://bk.sport.owl#panagiotis-katsikas>,"panagiotis katsikas"@en
<http://bk.sport.owl#nikola-stankovic>,"nikola stankovic"@en
<http://bk.sport.owl#orest-budiuk>,"orest budiuk"@en
<http://bk.sport.owl#nicolas-martinez>,"nicolas martinez"@en
<http://bk.sport.owl#timo-hubers>,"timo hubers"@en
<http://bk.sport.owl#johan-lassagard>,"johan lassagard"@en
<http://bk.sport.owl#jonathan-david>,"jonathan david"@en
<http://bk.sport.owl#jonathan-david>,"Jonathan David"@en
<http://bk.sport.owl#rolando-mandragora>,"rolando mandragora"@en
<http://bk.sport.owl#rolando-mandragora>,"Rolando Mandragora"@en
<http://bk.sport.owl#kaj-sierhuis>,"kaj sierhuis"@en
<http://bk.sport.owl#kaj-sierhuis>,"Kaj Sierhuis"@en
<http://bk.sport.owl#vladimir-torbica>,"Vladimir Torbica"@en
<http://bk.sport.owl#vladimir-torbica>,"vladimir torbica"@en
<http://bk.sport.owl#reda-jaadi>,"reda jaadi"@en
<http://bk.sport.owl#reda-jaadi>,"Reda Jaadi"@en
<http://bk.sport.owl#mario-piccinocchi>,"Mario Piccinocchi"@en
<http://bk.sport.owl#mario-piccinocchi>,"mario piccinocchi"@en
<http://bk.sport.owl#angelino>,"angelino"@en
<http://bk.sport.owl#mihai-pintilii>,"mihai pintilii"@en
<http://bk.sport.owl#mihai-pintilii>,"Mihai Pintilii"@en
<http://bk.sport.owl#matt-targett>,"Matt Targett"@en
<http://bk.sport.owl#matt-targett>,"matt targett"@en
<http://bk.sport.owl#matt-targett>,"Targett"
<http://bk.sport.owl#adrian-ropotan>,"Adrian Ropotan"@en
<http://bk.sport.owl#adrian-ropotan>,"adrian ropotan"@en
<http://bk.sport.owl#ivan-lakicevic>,"ivan lakicevic"@en
<http://bk.sport.owl#ivan-lakicevic>,"Ivan Lakicevic"@en
<http://bk.sport.owl#emiliano-rigoni>,"emiliano rigoni"@en
<http://bk.sport.owl#nemanja-calasan>,"Nemanja Calasan"@en
<http://bk.sport.owl#nemanja-calasan>,"nemanja calasan"@en
<http://bk.sport.owl#vykintas-slivka>,"Vykintas Slivka"@en
<http://bk.sport.owl#vykintas-slivka>,"vykintas slivka"@en
<http://bk.sport.owl#sander-fischer>,"sander fischer"@en
<http://bk.sport.owl#sander-fischer>,"Sander Fischer"@en
<http://bk.sport.owl#tomas-kucera>,"Tomas Kucera"@en
<http://bk.sport.owl#tomas-kucera>,"tomas kucera"@en
<http://bk.sport.owl#montassar-talbi>,"montassar talbi"@en
<http://bk.sport.owl#montassar-talbi>,"Montassar Talbi"@en
<http://bk.sport.owl#myrto-uzuni>,"Myrto Uzuni"@en
<http://bk.sport.owl#myrto-uzuni>,"myrto uzuni"@en
<http://bk.sport.owl#igor-jovanovic>,"igor jovanovic"@en
<http://bk.sport.owl#martin-harrer>,"martin harrer"@en
<http://bk.sport.owl#martin-harrer>,"Martin Harrer"@en
<http://bk.sport.owl#erik-jirka>,"erik jirka"@en
<http://bk.sport.owl#denys-vasin>,"Denys Vasin"@en
<http://bk.sport.owl#denys-vasin>,"denys vasin"@en
<http://bk.sport.owl#ludvig-johansson>,"ludvig johansson"@en
<http://bk.sport.owl#kevin-friesenbichler>,"Kevin Friesenbichler"@en
<http://bk.sport.owl#kevin-friesenbichler>,"kevin friesenbichler"@en
<http://bk.sport.owl#tomas-zahradnicek>,"tomas zahradnicek"@en
<http://bk.sport.owl#tomas-zahradnicek>,"Tomas Zahradnicek"@en
<http://bk.sport.owl#martin-broberg>,"martin broberg"@en
<http://bk.sport.owl#martin-broberg>,"Martin Broberg"@en
<http://bk.sport.owl#jonathan-ikone>,"jonathan ikone"@en
<http://bk.sport.owl#evripidis-giakos>,"Evripidis Giakos"@en
<http://bk.sport.owl#evripidis-giakos>,"evripidis giakos"@en
<http://bk.sport.owl#steve-lawson>,"Steve Lawson"@en
<http://bk.sport.owl#steve-lawson>,"steve lawson"@en
<http://bk.sport.owl#samba-sow>,"samba sow"@en
<http://bk.sport.owl#ognjen-krasic>,"ognjen krasic"@en
<http://bk.sport.owl#ognjen-krasic>,"Ognjen Krasic"@en
<http://bk.sport.owl#petr-sevcik>,"petr sevcik"@en
<http://bk.sport.owl#petr-sevcik>,"Petr Sevcik"@en
<http://bk.sport.owl#thibault-corbaz>,"Thibault Corbaz"@en
<http://bk.sport.owl#thibault-corbaz>,"thibault corbaz"@en
<http://bk.sport.owl#radivoj-bosic>,"radivoj bosic"@en
<http://bk.sport.owl#andreas-maxso>,"andreas maxso"@en
<http://bk.sport.owl#david-caiado>,"david caiado"@en
<http://bk.sport.owl#david-caiado>,"David Caiado"@en
<http://bk.sport.owl#renato-steffen>,"renato steffen"@en
<http://bk.sport.owl#renato-steffen>,"Renato Steffen"@en
<http://bk.sport.owl#dimitrios-chatziisaias>,"dimitrios chatziisaias"@en
<http://bk.sport.owl#dimitrios-chatziisaias>,"Dimitrios Chatziisaias"@en
<http://bk.sport.owl#theo-walcott>,"theo walcott"@en
<http://bk.sport.owl#theo-walcott>,"Theo Walcott"@en
<http://bk.sport.owl#theo-walcott>,"Walcott"
<http://bk.sport.owl#sergio-pellissier>,"sergio pellissier"@en
<http://bk.sport.owl#sergio-pellissier>,"Sergio Pellissier"@en
<http://bk.sport.owl#sergio-pellissier>,"Pellissier"
<http://bk.sport.owl#narcis-badic>,"Narcis Badic"@en
<http://bk.sport.owl#narcis-badic>,"narcis badic"@en
<http://bk.sport.owl#ruben-pardo>,"ruben pardo"@en
<http://bk.sport.owl#roger-assale>,"roger assale"@en
<http://bk.sport.owl#vakhtang-chanturishvili>,"vakhtang chanturishvili"@en
<http://bk.sport.owl#ousmane-viera>,"Ousmane Viera"@en
<http://bk.sport.owl#ousmane-viera>,"ousmane viera"@en
<http://bk.sport.owl#erdem-sen>,"erdem sen"@en
<http://bk.sport.owl#erdem-sen>,"Erdem Sen"@en
<http://bk.sport.owl#kjartan-finnbogason>,"kjartan finnbogason"@en
<http://bk.sport.owl#jose-holebas>,"jose holebas"@en
<http://bk.sport.owl#stoycho-atanasov>,"stoycho atanasov"@en
<http://bk.sport.owl#stoycho-atanasov>,"Stoycho Atanasov"@en
<http://bk.sport.owl#kenny-lala>,"kenny lala"@en
<http://bk.sport.owl#kenny-lala>,"Kenny Lala"@en
<http://bk.sport.owl#miral-samardzic>,"Miral Samardzic"@en
<http://bk.sport.owl#miral-samardzic>,"miral samardzic"@en
<http://bk.sport.owl#georgiy-dzhikiya>,"georgiy dzhikiya"@en
<http://bk.sport.owl#georgiy-dzhikiya>,"Georgiy Dzhikiya"@en
<http://bk.sport.owl#baris-alici>,"Baris Alici"@en
<http://bk.sport.owl#baris-alici>,"baris alici"@en
<http://bk.sport.owl#elton-acolatse>,"Elton Acolatse"@en
<http://bk.sport.owl#elton-acolatse>,"elton acolatse"@en
<http://bk.sport.owl#robert-muric>,"robert muric"@en
<http://bk.sport.owl#tito>,"tito"@en
<http://bk.sport.owl#tito>,"Tito"@en
<http://bk.sport.owl#tito>,"Tito"
<http://bk.sport.owl#ibrahima-cisse>,"ibrahima cisse"@en
<http://bk.sport.owl#zivko-zivkovic>,"zivko zivkovic"@en
<http://bk.sport.owl#zivko-zivkovic>,"Zivko Zivkovic"@en
<http://bk.sport.owl#marco-bizot>,"marco bizot"@en
<http://bk.sport.owl#marco-bizot>,"Marco Bizot"@en
<http://bk.sport.owl#sead-kolasinac>,"sead kolasinac"@en
<http://bk.sport.owl#sead-kolasinac>,"Sead Kolasinac"@en
<http://bk.sport.owl#sead-kolasinac>,"Kolasinac"
<http://bk.sport.owl#emanuel-pogatetz>,"emanuel pogatetz"@en
<http://bk.sport.owl#akos-kecskes>,"akos kecskes"@en
<http://bk.sport.owl#alexandre-guedes>,"Alexandre Guedes"@en
<http://bk.sport.owl#alexandre-guedes>,"alexandre guedes"@en
<http://bk.sport.owl#denis-vavro>,"Denis Vavro"@en
<http://bk.sport.owl#denis-vavro>,"denis vavro"@en
<http://bk.sport.owl#jovan-vicic>,"jovan vicic"@en
<http://bk.sport.owl#jovan-vicic>,"Jovan Vicic"@en
<http://bk.sport.owl#faycal-fajr>,"faycal fajr"@en
<http://bk.sport.owl#faycal-fajr>,"Faycal Fajr"@en
<http://bk.sport.owl#herman-penkov>,"herman penkov"@en
<http://bk.sport.owl#william-remy>,"william remy"@en
<http://bk.sport.owl#simon-tibbling>,"Simon Tibbling"@en
<http://bk.sport.owl#simon-tibbling>,"simon tibbling"@en
<http://bk.sport.owl#peter-buch-christiansen>,"peter buch christiansen"@en
<http://bk.sport.owl#alessandro-plizzari>,"Alessandro Plizzari"@en
<http://bk.sport.owl#alessandro-plizzari>,"alessandro plizzari"@en
<http://bk.sport.owl#jeronimo-barrales>,"jeronimo barrales"@en
<http://bk.sport.owl#kieran-trippier>,"kieran trippier"@en
<http://bk.sport.owl#kieran-trippier>,"Kieran Trippier"@en
<http://bk.sport.owl#kieran-trippier>,"Trippier"
<http://bk.sport.owl#gustavo-cabral>,"Gustavo Cabral"@en
<http://bk.sport.owl#gustavo-cabral>,"gustavo cabral"@en
<http://bk.sport.owl#gustavo-cabral>,"Cabral"
<http://bk.sport.owl#joel-pohjanpalo>,"Joel Pohjanpalo"@en
<http://bk.sport.owl#joel-pohjanpalo>,"joel pohjanpalo"@en
<http://bk.sport.owl#leonardo-bonucci>,"Leonardo Bonucci"@en
<http://bk.sport.owl#leonardo-bonucci>,"leonardo bonucci"@en
<http://bk.sport.owl#leonardo-bonucci>,"Bonucci"
<http://bk.sport.owl#bruno-godeau>,"bruno godeau"@en
<http://bk.sport.owl#bruno-godeau>,"Bruno Godeau"@en
<http://bk.sport.owl#wesley-lautoa>,"wesley lautoa"@en
<http://bk.sport.owl#wesley-lautoa>,"Wesley Lautoa"@en
<http://bk.sport.owl#wesley-lautoa>,"Lautoa"
<http://bk.sport.owl#filip-manojlovic>,"Filip Manojlovic"@en
<http://bk.sport.owl#filip-manojlovic>,"filip manojlovic"@en
<http://bk.sport.owl#evans-kangwa>,"Evans Kangwa"@en
<http://bk.sport.owl#evans-kangwa>,"evans kangwa"@en
<http://bk.sport.owl#dmitri-yatchenko>,"Dmitri Yatchenko"@en
<http://bk.sport.owl#dmitri-yatchenko>,"dmitri yatchenko"@en
<http://bk.sport.owl#jeppe-svenningsen>,"Jeppe Svenningsen"@en
<http://bk.sport.owl#jeppe-svenningsen>,"jeppe svenningsen"@en
<http://bk.sport.owl#dimitrios-nikas>,"dimitrios nikas"@en
<http://bk.sport.owl#dimitrios-nikas>,"Dimitrios Nikas"@en
<http://bk.sport.owl#younn-zahary>,"younn zahary"@en
<http://bk.sport.owl#kasper-schmeichel>,"Kasper Schmeichel"@en
<http://bk.sport.owl#kasper-schmeichel>,"kasper schmeichel"@en
<http://bk.sport.owl#kasper-schmeichel>,"Schmeichel"
<http://bk.sport.owl#joel-obi>,"Joel Obi"@en
<http://bk.sport.owl#joel-obi>,"joel obi"@en
<http://bk.sport.owl#joel-obi>,"Obi"
<http://bk.sport.owl#martin-lorentzson>,"Martin Lorentzson"@en
<http://bk.sport.owl#martin-lorentzson>,"martin lorentzson"@en
<http://bk.sport.owl#charles-traore>,"charles traore"@en
<http://bk.sport.owl#lucas-perez>,"lucas perez"@en
<http://bk.sport.owl#kwadwo-asamoah>,"Kwadwo Asamoah"@en
<http://bk.sport.owl#kwadwo-asamoah>,"kwadwo asamoah"@en
<http://bk.sport.owl#kwadwo-asamoah>,"Asamoah"
<http://bk.sport.owl#cyril-thereau>,"cyril thereau"@en
<http://bk.sport.owl#ricky-van-wolfswinkel>,"Wolfswinkel"
<http://bk.sport.owl#ricky-van-wolfswinkel>,"ricky van wolfswinkel"@en
<http://bk.sport.owl#ricky-van-wolfswinkel>,"Ricky van Wolfswinkel"@en
<http://bk.sport.owl#dimitrios-stavropoulos>,"dimitrios stavropoulos"@en
<http://bk.sport.owl#dimitrios-stavropoulos>,"Dimitrios Stavropoulos"@en
<http://bk.sport.owl#trent-sainsbury>,"trent sainsbury"@en
<http://bk.sport.owl#trent-sainsbury>,"Trent Sainsbury"@en
<http://bk.sport.owl#angel-di-maria>,"angel di maria"@en
<http://bk.sport.owl#angel-di-maria>,"Angel Di Maria"@en
<http://bk.sport.owl#balazs-megyeri>,"balazs megyeri"@en
<http://bk.sport.owl#marko-veriga>,"Marko Veriga"@en
<http://bk.sport.owl#marko-veriga>,"marko veriga"@en
<http://bk.sport.owl#diego-angelo>,"diego angelo"@en
<http://bk.sport.owl#miso-dubljanic>,"miso dubljanic"@en
<http://bk.sport.owl#loic-remy>,"Loic Remy"@en
<http://bk.sport.owl#loic-remy>,"loic remy"@en
<http://bk.sport.owl#igor>,"igor"@en
<http://bk.sport.owl#igor>,"Igor"@en
<http://bk.sport.owl#jonathan-silva>,"jonathan silva"@en
<http://bk.sport.owl#jonathan-silva>,"Jonathan Silva"@en
<http://bk.sport.owl#vyacheslav-grulev>,"vyacheslav grulev"@en
<http://bk.sport.owl#dmitri-zhivoglyadov>,"Dmitri Zhivoglyadov"@en
<http://bk.sport.owl#dmitri-zhivoglyadov>,"dmitri zhivoglyadov"@en
<http://bk.sport.owl#pape-cheikh>,"pape cheikh"@en
<http://bk.sport.owl#pape-cheikh>,"Pape Cheikh"@en
<http://bk.sport.owl#jonathan-bamba>,"jonathan bamba"@en
<http://bk.sport.owl#jonathan-bamba>,"Jonathan Bamba"@en
<http://bk.sport.owl#jonathan-bamba>,"Bamba"
<http://bk.sport.owl#christian-klem>,"christian klem"@en
<http://bk.sport.owl#kevin-begois>,"Kevin Begois"@en
<http://bk.sport.owl#kevin-begois>,"kevin begois"@en
<http://bk.sport.owl#martin-odegaard>,"martin odegaard"@en
<http://bk.sport.owl#mathieu-debuchy>,"mathieu debuchy"@en
<http://bk.sport.owl#mathieu-debuchy>,"Mathieu Debuchy"@en
<http://bk.sport.owl#mathieu-debuchy>,"Debuchy"
<http://bk.sport.owl#andrey-panyukov>,"Andrey Panyukov"@en
<http://bk.sport.owl#andrey-panyukov>,"andrey panyukov"@en
<http://bk.sport.owl#henrik-lofkvist>,"henrik lofkvist"@en
<http://bk.sport.owl#jordan-ayew>,"jordan ayew"@en
<http://bk.sport.owl#jordan-ayew>,"Jordan Ayew"@en
<http://bk.sport.owl#jordan-ayew>,"Ayew"
<http://bk.sport.owl#noah-sonko-sundberg>,"noah sonko sundberg"@en
<http://bk.sport.owl#noah-sonko-sundberg>,"Noah Sonko Sundberg"@en
<http://bk.sport.owl#mohammed-daramy>,"mohammed daramy"@en
<http://bk.sport.owl#adrian-tokarski>,"adrian tokarski"@en
<http://bk.sport.owl#eder>,"eder"@en
<http://bk.sport.owl#eder>,"Eder"@en
<http://bk.sport.owl#aylton-boa-morte>,"aylton boa morte"@en
<http://bk.sport.owl#alexandros-triantafyllopoulos>,"alexandros triantafyllopoulos"@en
<http://bk.sport.owl#alexandros-triantafyllopoulos>,"Alexandros Triantafyllopoulos"@en
<http://bk.sport.owl#artem-hromov>,"artem hromov"@en
<http://bk.sport.owl#holmar-orn-eyjolfsson>,"holmar orn eyjolfsson"@en
<http://bk.sport.owl#scott-mctominay>,"Scott McTominay"@en
<http://bk.sport.owl#scott-mctominay>,"scott mctominay"@en
<http://bk.sport.owl#adam-lallana>,"Adam Lallana"@en
<http://bk.sport.owl#adam-lallana>,"adam lallana"@en
<http://bk.sport.owl#adam-lallana>,"Lallana"
<http://bk.sport.owl#luquinhas>,"luquinhas"@en
<http://bk.sport.owl#nikola-sipcic>,"nikola sipcic"@en
<http://bk.sport.owl#nikola-sipcic>,"Nikola Sipcic"@en
<http://bk.sport.owl#nikola-mikic>,"Nikola Mikic"@en
<http://bk.sport.owl#nikola-mikic>,"nikola mikic"@en
<http://bk.sport.owl#andrei-vlad>,"andrei vlad"@en
<http://bk.sport.owl#andrei-vlad>,"Andrei Vlad"@en
<http://bk.sport.owl#marcus-danielson>,"marcus danielson"@en
<http://bk.sport.owl#paulo-dybala>,"Paulo Dybala"@en
<http://bk.sport.owl#paulo-dybala>,"paulo dybala"@en
<http://bk.sport.owl#paulo-dybala>,"Dybala"
<http://bk.sport.owl#benjamin-colic>,"benjamin colic"@en
<http://bk.sport.owl#benjamin-colic>,"Benjamin Colic"@en
<http://bk.sport.owl#lindsay-rose>,"lindsay rose"@en
<http://bk.sport.owl#lindsay-rose>,"Lindsay Rose"@en
<http://bk.sport.owl#lindsay-rose>,"Rose"
<http://bk.sport.owl#haris-radetinac>,"Haris Radetinac"@en
<http://bk.sport.owl#haris-radetinac>,"haris radetinac"@en
<http://bk.sport.owl#vlad-morar>,"Vlad Morar"@en
<http://bk.sport.owl#vlad-morar>,"vlad morar"@en
<http://bk.sport.owl#marko-bakic>,"Marko Bakic"@en
<http://bk.sport.owl#marko-bakic>,"marko bakic"@en
<http://bk.sport.owl#lorenzo-polvani>,"Lorenzo Polvani"@en
