a,la
<http://bk.sport.owl#olympiastadion-football-stadium>,"Olympiastadion"@en
<http://bk.sport.owl#benito-villamar\u00EDn-stadium>,"Benito Villamar\u00EDn"@en
<http://bk.sport.owl#ksk-nika-stadium>,"KSK Nika"@en
<http://bk.sport.owl#etihad-stadium-stadium>,"Etihad Stadium"@en
<http://bk.sport.owl#luzhniki-football-stadium>,"Luzhniki Stadium"@en
<http://bk.sport.owl#volkswagen-arena-stadium>,"Volkswagen Arena"@en
<http://bk.sport.owl#stadion-rujevica-stadium>,"Stadion Rujevica"@en
<http://bk.sport.owl#itc-stella-maris-tennis-stadium>,"ITC Stella Maris"@en
<http://bk.sport.owl#merkur-spiel-arena-stadium>,"MERKUR SPIEL-ARENA"@en
<http://bk.sport.owl#court-suzanne-lenglen-tennis-stadium>,"Court Suzanne Lenglen"@en
<http://bk.sport.owl#rhein-neckar-arena-football-stadium>,"Rhein-Neckar-Arena"@en
<http://bk.sport.owl#st-james'-park-stadium>,"St James' Park"@en
<http://bk.sport.owl#m?stsk\u00FD-fotbalov\u00FD-stadion-miroslava-valenty-stadium>,"M?stsk\u00FD fotbalov\u00FD stadion Miroslava Valenty"@en
<http://bk.sport.owl#athens-lawn-tennis-club-tennis-stadium>,"Athens Lawn Tennis Club"@en
<http://bk.sport.owl#friends-arena-stadium>,"Friends Arena"@en
<http://bk.sport.owl#rzd-arena-stadium>,"RZD Arena"@en
<http://bk.sport.owl#allianz-arena-stadium>,"Allianz Arena"@en
<http://bk.sport.owl#tsentralnyi-stadion-football-stadium>,"Tsentralnyi Stadion"@en
<http://bk.sport.owl#estadio-primeiro-de-maio-football-stadium>,"Est\u00E1dio Primeiro de Maio"@en
<http://bk.sport.owl#lokomotiv-football-stadium>,"Lokomotiv Stadium"@en
<http://bk.sport.owl#scc-peterburgsky-tennis-stadium>,"SCC Peterburgsky"@en
<http://bk.sport.owl#groupama-stadium-stadium>,"Groupama Stadium"@en
<http://bk.sport.owl#de-kuip-football-stadium>,"De Kuip"@en
<http://bk.sport.owl#stamford-bridge-football-stadium>,"Stamford Bridge"@en
<http://bk.sport.owl#estadio-da-luz-football-stadium>,"Est\u00E1dio da Luz"@en
<http://bk.sport.owl#stade-de-la-maladi\u00E8re-stadium>,"Stade de la Maladi\u00E8re"@en
<http://bk.sport.owl#stadion-im.-valeriya-lobanovskogo-stadium>,"Stadion im. Valeriya Lobanovskogo"@en
<http://bk.sport.owl#semple-football-stadium>,"Semple Stadium"@en
<http://bk.sport.owl#stadio-olimpico-football-stadium>,"Stadio Olimpico"@en
<http://bk.sport.owl#estadio-ramon-sanchez-pizjuan-football-stadium>,"Estadio Ram\u00F3n S\u00E1nchez Pizju\u00E1n"@en
<http://bk.sport.owl#agc-ar\u00E9na-stadium>,"AGC Ar\u00E9na"@en
<http://bk.sport.owl#gradski-stadion-ruse-stadium>,"Gradski Stadion Ruse"@en
<http://bk.sport.owl#wimbledon-no-3-court-tennis-stadium>,"Wimbledon No. 3 Court"@en
<http://bk.sport.owl#parc-des-princes-football-stadium>,"Parc des Princes"@en
<http://bk.sport.owl#red-bull-arena-football-stadium>,"Red Bull Arena"@en
<http://bk.sport.owl#court-philippe-chatrier-tennis-stadium>,"Court Philippe Chatrier"@en
<http://bk.sport.owl#london-olympic-football-stadium>,"London Olympic Stadium"@en
<http://bk.sport.owl#estadio-cidade-de-coimbra-football-stadium>,"Est\u00E1dio Cidade de Coimbra"@en
<http://bk.sport.owl#versluys-arena-stadium>,"Versluys Arena"@en
<http://bk.sport.owl#volkswagen-arena-football-stadium>,"Volkswagen Arena"@en
<http://bk.sport.owl#st-jarlath-s-park-football-stadium>,"St Jarlath's Park"@en
<http://bk.sport.owl#letzigrund-football-stadium>,"Letzigrund"@en
<http://bk.sport.owl#nsk-olimpisky-stadium>,"NSK Olimpisky"@en
<http://bk.sport.owl#right-to-dream-park-stadium>,"Right to Dream Park"@en
<http://bk.sport.owl#marcantonio-bentegodi-stadium>,"Marcantonio Bentegodi"@en
<http://bk.sport.owl#bnr-arenas-tennis-stadium>,"BNR Arenas"@en
<http://bk.sport.owl#luigi-ferraris-stadium>,"Luigi Ferraris"@en
<http://bk.sport.owl#sc-rudes-stadium>,"SC Rudes"@en
<http://bk.sport.owl#emil-alexandrescu-stadium>,"Emil Alexandrescu"@en
<http://bk.sport.owl#central-stadium>,"Central"@en
<http://bk.sport.owl#pista-central-manolo-santana-tennis-stadium>,"Pista Central: Manolo Santana"@en
<http://bk.sport.owl#\u00FClker-stadyumu-fb-?\u00FCkr\u00FC-sara\u00E7o?lu-spor-kompleksi-stadium>,"\u00DClker Stadyumu FB ?\u00FCkr\u00FC Sara\u00E7o?lu Spor Kompleksi"@en
<http://bk.sport.owl#borussia-park-football-stadium>,"Borussia-Park"@en
<http://bk.sport.owl#stade-pierre-mauroy-stadium>,"Stade Pierre-Mauroy"@en
<http://bk.sport.owl#terek-football-stadium>,"Terek Stadium"@en
<http://bk.sport.owl#turf-moor-stadium>,"Turf Moor"@en
<http://bk.sport.owl#stadion-kralj-petar-prvi-stadium>,"Stadion Kralj Petar Prvi"@en
<http://bk.sport.owl#stadio-san-siro-giuseppe-meazza-stadium>,"Stadio San Siro - Giuseppe Meazza"@en
<http://bk.sport.owl#aviva-football-stadium>,"Aviva Stadium"@en
<http://bk.sport.owl#san-mames-barria-football-stadium>,"San Mam\u00E9s Barria"@en
<http://bk.sport.owl#ciutat-de-les-arts-i-les-ciencies-tennis-stadium>,"Ciutat de les Arts i les Ci\u00E8ncies"@en
<http://bk.sport.owl#dom-sportova-tennis-stadium>,"Dom \u0160portova"@en
<http://bk.sport.owl#awd-arena-football-stadium>,"AWD-Arena"@en
<http://bk.sport.owl#weserstadion-football-stadium>,"Weserstadion"@en
<http://bk.sport.owl#concordia-stadium>,"Concordia"@en
<http://bk.sport.owl#stade-raymond-kopa-stadium>,"Stade Raymond Kopa"@en
<http://bk.sport.owl#grand-stade-lille-metropole-football-stadium>,"Grand Stade Lille M\u00E9tropole"@en
<http://bk.sport.owl#olympic-tennis-stadium>,"Olympic Stadium"@en
<http://bk.sport.owl#london-stadium-stadium>,"London Stadium"@en
<http://bk.sport.owl#the-valley-football-stadium>,"The Valley"@en
<http://bk.sport.owl#estadio-nuevo-jos\u00E9-zorrilla-stadium>,"Estadio Nuevo Jos\u00E9 Zorrilla"@en
<http://bk.sport.owl#city-ground-football-stadium>,"City Ground"@en
<http://bk.sport.owl#rheinenergiestadion-football-stadium>,"RheinEnergieStadion"@en
<http://bk.sport.owl#stade-de-suisse-stadium>,"Stade de Suisse"@en
<http://bk.sport.owl#new-rubin-kazan-football-stadium>,"New Rubin Kazan Stadium"@en
<http://bk.sport.owl#stadion-jumko-stadium>,"Stadion Jumko"@en
<http://bk.sport.owl#stade-du-pays-de-charleroi-stadium>,"Stade du Pays de Charleroi"@en
<http://bk.sport.owl#src-zapresic-stadium>,"SRC Zapresic"@en
<http://bk.sport.owl#simple-digital-arena-stadium>,"Simple Digital Arena"@en
<http://bk.sport.owl#anzhi-arena-stadium>,"Anzhi-Arena"@en
<http://bk.sport.owl#delray-beach-tennis-center-tennis-stadium>,"Delray Beach Tennis Center"@en
<http://bk.sport.owl#rat-verlegh-stadion-stadium>,"Rat Verlegh Stadion"@en
<http://bk.sport.owl#st-jakob-park-football-stadium>,"St. Jakob-Park"@en
<http://bk.sport.owl#est\u00E1dio-municipal-de-braga-stadium>,"Est\u00E1dio Municipal de Braga"@en
<http://bk.sport.owl#mendizorrotza-stadium>,"Mendizorrotza"@en
<http://bk.sport.owl#merkur-arena-stadium>,"Merkur Arena"@en
<http://bk.sport.owl#murrayfield-football-stadium>,"Murrayfield Stadium"@en
<http://bk.sport.owl#boleyn-ground-football-stadium>,"Boleyn Ground"@en
<http://bk.sport.owl#jan-breydel-stadion-stadium>,"Jan-Breydel-Stadion"@en
<http://bk.sport.owl#\u00F6stgotaparken-stadium>,"\u00D6stgotaparken"@en
<http://bk.sport.owl#blue-water-arena-stadium>,"Blue Water Arena"@en
<http://bk.sport.owl#estadio-anoeta-football-stadium>,"Estadio Anoeta"@en
<http://bk.sport.owl#stadio-lamia-stadium>,"Stadio Lamia"@en
<http://bk.sport.owl#de-vijverberg-stadium>,"De Vijverberg"@en
<http://bk.sport.owl#wanda-metropolitano-stadium>,"Wanda Metropolitano"@en
<http://bk.sport.owl#balgarska-armiya-stadium-stadium>,"Balgarska Armiya Stadium"@en
<http://bk.sport.owl#hopecbd-stadium-stadium>,"HopeCBD Stadium"@en
<http://bk.sport.owl#lindner-family-tennis-center-center-court-tennis-stadium>,"Lindner Family Tennis Center (Center Court)"@en
<http://bk.sport.owl#buenos-aires-lawn-tennis-club-tennis-stadium>,"Buenos Aires Lawn Tennis Club"@en
<http://bk.sport.owl#gelredome-stadium>,"Gelredome"@en
<http://bk.sport.owl#stadio-ennio-tardini-football-stadium>,"Stadio Ennio Tardini"@en
<http://bk.sport.owl#chornomorets-stadium>,"Chornomorets"@en
<http://bk.sport.owl#pairc-ui-chaoimh-football-stadium>,"P\u00E1irc U\u00ED Chaoimh"@en
<http://bk.sport.owl#mapei-stadium-citt\u00E0-del-tricolore-stadium>,"Mapei Stadium - Citt\u00E0 del Tricolore"@en
<http://bk.sport.owl#yuvileiny-football-stadium>,"Yuvileiny Stadium"@en
<http://bk.sport.owl#grandstand-tennis-stadium>,"Grandstand Stadium"@en
<http://bk.sport.owl#poljud-stadium>,"Poljud"@en
<http://bk.sport.owl#ewood-park-football-stadium>,"Ewood Park"@en
<http://bk.sport.owl#de-kuip-stadium>,"De Kuip"@en
<http://bk.sport.owl#bor\u00E5s-arena-stadium>,"Bor\u00E5s Arena"@en
<http://bk.sport.owl#estadio-la-rosaleda-football-stadium>,"Estadio La Rosaleda"@en
<http://bk.sport.owl#matmut-atlantique-stadium>,"Matmut Atlantique"@en
<http://bk.sport.owl#mercedes-benz-arena-stadium>,"Mercedes-Benz Arena"@en
<http://bk.sport.owl#prezero-arena-stadium>,"PreZero Arena"@en
<http://bk.sport.owl#ion-comsa-stadium>,"Ion Comsa"@en
<http://bk.sport.owl#pat-rafter-arena-tennis-stadium>,"Pat Rafter Arena"@en
<http://bk.sport.owl#estadio-la-peineta-football-stadium>,"Estadio La Peineta"@en
<http://bk.sport.owl#river-oaks-country-club-tennis-stadium>,"River Oaks Country Club"@en
<http://bk.sport.owl#carlo-castellani-stadium>,"Carlo Castellani"@en
<http://bk.sport.owl#\u00E7aykur-didi-stadium>,"\u00C7aykur Didi"@en
<http://bk.sport.owl#polman-stadion-stadium>,"Polman Stadion"@en
<http://bk.sport.owl#roazhon-park-stadium>,"Roazhon Park"@en
<http://bk.sport.owl#philips-stadion-stadium>,"Philips Stadion"@en
<http://bk.sport.owl#stade-velodrome-football-stadium>,"Stade V\u00E9lodrome"@en
<http://bk.sport.owl#molineux-stadium-stadium>,"Molineux Stadium"@en
<http://bk.sport.owl#new-mersin-football-stadium>,"New Mersin Stadium"@en
<http://bk.sport.owl#stadion-im-borussia-park-stadium>,"Stadion im Borussia-Park"@en
<http://bk.sport.owl#pride-park-football-stadium>,"Pride Park Stadium"@en
<http://bk.sport.owl#stade-du-pays-de-charleroi-football-stadium>,"Stade du Pays de Charleroi"@en
<http://bk.sport.owl#carl-benz-stadion-football-stadium>,"Carl-Benz-Stadion"@en
<http://bk.sport.owl#stadion-na-litavce-stadium>,"Stadion Na Litavce"@en
<http://bk.sport.owl#show-court-1-tennis-stadium>,"Show Court 1"@en
<http://bk.sport.owl#villa-park-football-stadium>,"Villa Park"@en
<http://bk.sport.owl#kaftanzoglio-football-stadium>,"Kaftanzoglio Stadium"@en
<http://bk.sport.owl#studenternas-ip-stadium>,"Studenternas IP"@en
<http://bk.sport.owl#ramat-gan-football-stadium>,"Ramat Gan Stadium"@en
<http://bk.sport.owl#estadi-cornella-el-prat-football-stadium>,"Estadi Cornell\u00E0-El Prat"@en
<http://bk.sport.owl#australia-show-court-2-tennis-stadium>,"Australia Show Court 2"@en
<http://bk.sport.owl#stadio-peristeriou-stadium>,"Stadio Peristeriou"@en
<http://bk.sport.owl#gamla-ullevi-stadium>,"Gamla Ullevi"@en
<http://bk.sport.owl#arenes-de-metz-tennis-stadium>,"Ar\u00E8nes de Metz"@en
<http://bk.sport.owl#srpc-milan-gale-muskatirovic-tennis-stadium>,"SRPC Milan Gale Mu\u0161katirovi\u0107"@en
<http://bk.sport.owl#afas-stadion-stadium>,"AFAS Stadion"@en
<http://bk.sport.owl#estadio-balaidos-football-stadium>,"Estadio Bala\u00EDdos"@en
<http://bk.sport.owl#casa-arena-horsens-stadium>,"Casa Arena Horsens"@en
